Code,GeoFips,GeoName,TimePeriod,CL_UNIT,UNIT_MULT,DataValue,NoteRef
SAEMP25N-203,39000,Ohio,2019,Number of jobs,0,6757.0,
SAEMP25N-203,40000,Oklahoma,2019,Number of jobs,0,34359.0,
SAEMP25N-203,41000,Oregon,2019,Number of jobs,0,249.0,
SAEMP25N-203,42000,Pennsylvania,2019,Number of jobs,0,14193.0,
SAEMP25N-203,44000,Rhode Island,2019,Number of jobs,0,14.0,
SAEMP25N-203,45000,South Carolina,2019,Number of jobs,0,0.0,(D)
SAEMP25N-203,46000,South Dakota,2019,Number of jobs,0,0.0,(D)
SAEMP25N-203,47000,Tennessee,2019,Number of jobs,0,467.0,
SAEMP25N-203,48000,Texas,2019,Number of jobs,0,173348.0,
SAEMP25N-203,49000,Utah,2019,Number of jobs,0,3753.0,
SAEMP25N-203,50000,Vermont,2019,Number of jobs,0,0.0,(D)
SAEMP25N-203,51000,Virginia,2019,Number of jobs,0,985.0,
SAEMP25N-203,53000,Washington,2019,Number of jobs,0,0.0,(D)
SAEMP25N-203,54000,West Virginia,2019,Number of jobs,0,5638.0,
SAEMP25N-203,55000,Wisconsin,2019,Number of jobs,0,122.0,
SAEMP25N-203,56000,Wyoming,2019,Number of jobs,0,10746.0,
SAEMP25N-500,10000,Delaware,2019,Number of jobs,0,28800.0,
SAEMP25N-500,11000,District of Columbia,2019,Number of jobs,0,2178.0,
SAEMP25N-500,12000,Florida,2019,Number of jobs,0,429162.0,
SAEMP25N-500,13000,Georgia,2019,Number of jobs,0,435550.0,
SAEMP25N-500,15000,Hawaii,2019,Number of jobs,0,17855.0,
SAEMP25N-500,16000,Idaho,2019,Number of jobs,0,74942.0,
SAEMP25N-500,17000,Illinois,2019,Number of jobs,0,605824.0,
SAEMP25N-500,18000,Indiana,2019,Number of jobs,0,555753.0,
SAEMP25N-500,19000,Iowa,2019,Number of jobs,0,232893.0,
SAEMP25N-500,20000,Kansas,2019,Number of jobs,0,173579.0,
SAEMP25N-500,21000,Kentucky,2019,Number of jobs,0,260625.0,
SAEMP25N-500,22000,Louisiana,2019,Number of jobs,0,147894.0,
SAEMP25N-500,23000,Maine,2019,Number of jobs,0,57865.0,
SAEMP25N-500,24000,Maryland,2019,Number of jobs,0,121890.0,
SAEMP25N-500,25000,Massachusetts,2019,Number of jobs,0,257661.0,
SAEMP25N-500,26000,Michigan,2019,Number of jobs,0,651972.0,
SAEMP25N-500,27000,Minnesota,2019,Number of jobs,0,338900.0,
SAEMP25N-500,28000,Mississippi,2019,Number of jobs,0,152745.0,
SAEMP25N-500,29000,Missouri,2019,Number of jobs,0,289852.0,
SAEMP25N-500,30000,Montana,2019,Number of jobs,0,25358.0,
SAEMP25N-500,31000,Nebraska,2019,Number of jobs,0,103549.0,
SAEMP25N-500,32000,Nevada,2019,Number of jobs,0,65380.0,
SAEMP25N-500,33000,New Hampshire,2019,Number of jobs,0,75965.0,
SAEMP25N-500,34000,New Jersey,2019,Number of jobs,0,266640.0,
SAEMP25N-500,35000,New Mexico,2019,Number of jobs,0,34044.0,
SAEMP25N-500,36000,New York,2019,Number of jobs,0,472096.0,
SAEMP25N-500,37000,North Carolina,2019,Number of jobs,0,499224.0,
SAEMP25N-500,38000,North Dakota,2019,Number of jobs,0,28218.0,
SAEMP25N-500,39000,Ohio,2019,Number of jobs,0,728802.0,
SAEMP25N-500,40000,Oklahoma,2019,Number of jobs,0,145204.0,
SAEMP25N-500,41000,Oregon,2019,Number of jobs,0,212877.0,
SAEMP25N-500,42000,Pennsylvania,2019,Number of jobs,0,603487.0,
SAEMP25N-500,44000,Rhode Island,2019,Number of jobs,0,41872.0,
SAEMP25N-500,45000,South Carolina,2019,Number of jobs,0,267919.0,
SAEMP25N-2001,01000,Alabama,2019,Number of jobs,0,54127.0,
SAEMP25N-2001,02000,Alaska,2019,Number of jobs,0,14863.0,
SAEMP25N-2001,04000,Arizona,2019,Number of jobs,0,56544.0,
SAEMP25N-2001,05000,Arkansas,2019,Number of jobs,0,20348.0,
SAEMP25N-1904,01000,Alabama,2019,Number of jobs,0,14579.0,
SAEMP25N-1904,02000,Alaska,2019,Number of jobs,0,1901.0,
SAEMP25N-1904,04000,Arizona,2019,Number of jobs,0,29076.0,
SAEMP25N-1904,05000,Arkansas,2019,Number of jobs,0,8211.0,
SAEMP25N-10,01000,Alabama,2019,Number of jobs,0,2712090.0,
SAEMP25N-10,02000,Alaska,2019,Number of jobs,0,454743.0,
SAEMP25N-10,04000,Arizona,2019,Number of jobs,0,3929950.0,
SAEMP25N-10,05000,Arkansas,2019,Number of jobs,0,1663920.0,
SAEMP25N-100,01000,Alabama,2019,Number of jobs,0,16318.0,
SAEMP25N-100,02000,Alaska,2019,Number of jobs,0,11103.0,
SAEMP25N-100,04000,Arizona,2019,Number of jobs,0,15624.0,
SAEMP25N-100,05000,Arkansas,2019,Number of jobs,0,14404.0,
SAEMP25N-2001,01000,Alabama,2019,Number of jobs,0,54127.0,
SAEMP25N-2001,02000,Alaska,2019,Number of jobs,0,14863.0,
SAEMP25N-2001,04000,Arizona,2019,Number of jobs,0,56544.0,
SAEMP25N-2001,05000,Arkansas,2019,Number of jobs,0,20348.0,
SAEMP25N-1904,01000,Alabama,2019,Number of jobs,0,14579.0,
SAEMP25N-1904,02000,Alaska,2019,Number of jobs,0,1901.0,
SAEMP25N-1904,04000,Arizona,2019,Number of jobs,0,29076.0,
SAEMP25N-1904,05000,Arkansas,2019,Number of jobs,0,8211.0,
SAEMP25N-10,01000,Alabama,2019,Number of jobs,0,2712090.0,
SAEMP25N-10,02000,Alaska,2019,Number of jobs,0,454743.0,
SAEMP25N-10,04000,Arizona,2019,Number of jobs,0,3929950.0,
SAEMP25N-10,05000,Arkansas,2019,Number of jobs,0,1663920.0,
SAEMP25N-100,01000,Alabama,2019,Number of jobs,0,16318.0,
SAEMP25N-100,02000,Alaska,2019,Number of jobs,0,11103.0,
SAEMP25N-100,04000,Arizona,2019,Number of jobs,0,15624.0,
SAEMP25N-100,05000,Arkansas,2019,Number of jobs,0,14404.0,
SAEMP25N-2001,01000,Alabama,2020,Number of jobs,0,55961.0,
SAEMP25N-2001,02000,Alaska,2020,Number of jobs,0,15438.0,
SAEMP25N-2001,04000,Arizona,2020,Number of jobs,0,58973.0,
SAEMP25N-2001,05000,Arkansas,2020,Number of jobs,0,21272.0,
SAEMP25N-1904,01000,Alabama,2020,Number of jobs,0,12317.0,
SAEMP25N-1904,02000,Alaska,2020,Number of jobs,0,1589.0,
SAEMP25N-1904,04000,Arizona,2020,Number of jobs,0,24868.0,
SAEMP25N-1904,05000,Arkansas,2020,Number of jobs,0,6931.0,
SAEMP25N-10,01000,Alabama,2020,Number of jobs,0,2671010.0,
SAEMP25N-10,02000,Alaska,2020,Number of jobs,0,430840.0,
SAEMP25N-10,04000,Arizona,2020,Number of jobs,0,3920030.0,
SAEMP25N-10,05000,Arkansas,2020,Number of jobs,0,1639830.0,
SAEMP25N-100,01000,Alabama,2020,Number of jobs,0,15976.0,
SAEMP25N-100,02000,Alaska,2020,Number of jobs,0,0.0,(D)
SAEMP25N-100,04000,Arizona,2020,Number of jobs,0,14623.0,
SAEMP25N-100,05000,Arkansas,2020,Number of jobs,0,14458.0,
